Step,TrueNoise,ResidualNoise,ReductionRatio
802,-0.057927,0.025371,56.20
803,-0.055627,0.011198,79.87
804,-0.053323,-0.002746,94.85
805,-0.050909,-0.016208,68.16
806,-0.048457,-0.029152,39.84
807,-0.045904,-0.041399,9.81
808,-0.043473,-0.053115,-22.18
809,-0.040975,-0.064003,-56.20
810,-0.038413,-0.074006,-92.66
811,-0.035864,-0.083136,-131.81
812,-0.033274,-0.091296,-174.37
813,-0.030649,-0.098422,-221.13
814,-0.027969,-0.104488,-273.58
815,-0.025336,-0.109557,-332.42
816,-0.022595,-0.113444,-402.08
817,-0.019955,-0.116369,-483.16
818,-0.017299,-0.118230,-583.46
819,-0.014626,-0.119045,-713.95
820,-0.011825,-0.118725,-904.05
821,-0.009074,-0.117460,-1194.51
822,-0.006310,-0.115237,-1726.31
823,-0.003506,-0.112086,-3097.39
824,-0.000736,-0.108125,-14581.06
825,0.001984,-0.103447,-5114.31
826,0.004677,-0.098084,-1996.93
827,0.007450,-0.091994,-1134.81
828,0.010016,-0.085547,-754.11
829,0.012540,-0.078644,-527.13
830,0.015141,-0.071247,-370.56
831,0.017526,-0.063735,-263.67
832,0.020007,-0.055874,-179.28
833,0.022418,-0.047917,-113.75
834,0.024729,-0.039982,-61.68
835,0.026891,-0.032177,-19.66
836,0.029099,-0.024375,16.23
837,0.031187,-0.016820,46.07
838,0.033169,-0.009552,71.20
839,0.035071,-0.002607,92.57
840,0.036755,0.003821,89.61
841,0.038302,0.009780,74.47
842,0.039889,0.015395,61.41
843,0.041223,0.020340,50.66
844,0.042360,0.024663,41.78
845,0.043490,0.028520,34.42
846,0.044470,0.031748,28.61
847,0.045253,0.034305,24.19
848,0.045879,0.036239,21.01
849,0.046389,0.037591,18.96
850,0.046724,0.038342,17.94
851,0.046853,0.038477,17.88
852,0.046842,0.038084,18.70
853,0.046740,0.037236,20.33
854,0.046447,0.035901,22.71
855,0.045890,0.034024,25.86
856,0.045254,0.031835,29.65
857,0.044465,0.029314,34.07
858,0.043422,0.026438,39.11
859,0.042381,0.023503,44.54
860,0.041163,0.020405,50.43
861,0.039726,0.017147,56.84
862,0.086067,0.061771,28.23
863,0.113506,0.087673,22.76
864,0.131666,0.104514,20.62
865,0.145401,0.099262,31.73
866,0.156247,0.066709,57.31
867,0.164972,0.049258,70.14
868,0.172121,0.036898,78.56
869,0.177780,0.026801,84.92
870,0.182150,0.020820,88.57
871,0.185323,0.013394,92.77
872,0.187774,0.008384,95.53
873,0.189233,0.004022,97.87
874,0.189788,0.000674,99.65
875,0.189503,-0.002177,98.85
876,0.188501,-0.003923,97.92
877,0.186614,-0.003541,98.10
878,0.183989,-0.002425,98.68
879,0.180689,0.001135,99.37
880,0.176809,0.004268,97.59
881,0.172045,0.009521,94.47
882,0.166808,0.016535,90.09
883,0.160640,0.025425,84.17
884,0.153801,0.036863,76.03
885,0.146128,0.050513,65.43
886,0.137715,0.066811,51.49
887,0.128459,0.090381,29.64
888,0.118309,0.121704,-2.87
889,0.107017,0.185197,-73.05
890,0.094436,0.179938,-90.54
891,0.080072,0.172625,-115.59
892,0.063102,0.162360,-157.30
893,0.042581,0.148126,-247.87
894,0.013858,0.125196,-803.42
895,-0.034862,0.081714,-134.40
896,-0.035938,0.085269,-137.27
897,-0.036864,0.088317,-139.58
898,-0.037605,0.090842,-141.57
899,-0.038198,0.092756,-142.83
900,-0.038759,0.093879,-142.21
901,-0.039045,0.094431,-141.85
902,-0.039244,0.094202,-140.04
903,-0.039406,0.093110,-136.29
904,-0.039405,0.091269,-131.62
905,-0.039181,0.088753,-126.52
906,-0.038854,0.085452,-119.93
907,-0.038390,0.081403,-112.04
908,-0.037875,0.076534,-102.07
909,-0.037179,0.070994,-90.95
910,-0.036371,0.064730,-77.97
911,-0.035530,0.057720,-62.46
912,-0.034523,0.050146,-45.25
913,-0.033361,0.042053,-26.05
914,-0.032130,0.033422,-4.02
915,-0.030897,0.024249,21.52
916,-0.029601,0.014642,50.53
917,-0.028255,0.004660,83.51
918,-0.026767,-0.005515,79.40
919,-0.025273,-0.015957,36.86
920,-0.023687,-0.026511,-11.92
921,-0.021979,-0.037051,-68.58
922,-0.020249,-0.047608,-135.11
923,-0.018506,-0.058105,-213.97
924,-0.016707,-0.068399,-309.41
925,-0.014956,-0.078528,-425.07
926,-0.013054,-0.088221,-575.81
927,-0.011185,-0.097569,-772.30
928,-0.009298,-0.106442,-1044.84
929,-0.007353,-0.114732,-1460.45
930,-0.005384,-0.122402,-2173.23
931,-0.003409,-0.129387,-3695.69
932,-0.001420,-0.135607,-9446.69
933,0.000552,-0.141035,-25446.86
934,0.002619,-0.145515,-5455.71
935,0.004566,-0.149236,-3168.73
936,0.006561,-0.151986,-2216.61
937,0.008525,-0.153815,-1704.34
938,0.010482,-0.154686,-1375.69
939,0.012553,-0.263910,-2002.41
940,0.014521,-0.311100,-2042.36
941,0.016578,-0.344473,-1977.92
942,0.018486,-0.370859,-1906.16
943,0.020492,-0.391029,-1808.16
944,0.022510,-0.407431,-1709.99
945,0.024404,-0.418874,-1616.43
946,0.026241,-0.427880,-1530.58
947,0.028248,-0.434279,-1437.40
948,0.030134,-0.437430,-1351.61
949,0.031924,-0.438708,-1274.24
950,0.033798,-0.438185,-1196.48
951,0.035616,-0.435434,-1122.56
952,0.037342,-0.430608,-1053.14
953,0.039007,-0.424081,-987.18
954,0.040601,-0.415787,-924.08
955,0.042151,-0.405606,-862.26
956,0.043636,-0.395016,-805.25
957,0.045074,-0.382041,-747.59
958,0.046378,-0.367935,-693.34
959,0.047647,-0.353668,-642.27
960,0.048943,-0.337166,-588.90
961,0.050084,-0.319731,-538.39
962,0.051140,-0.301485,-489.53
963,0.052092,-0.282804,-442.89
964,0.052967,-0.264441,-399.25
965,0.053852,-0.244548,-354.12
966,0.105634,-0.174335,-65.04
967,0.145372,-0.114894,20.97
968,0.172737,-0.068334,60.44
969,0.195111,-0.026256,86.54
970,0.214425,0.011485,94.64
971,0.231616,0.047675,79.42
972,0.247160,0.080882,67.28
973,0.261424,0.114320,56.27
974,0.274524,0.144368,47.41
975,0.286767,0.172272,39.93
976,0.298113,0.199232,33.17
977,0.308657,0.224562,27.25
978,0.318519,0.248999,21.83
979,0.327578,0.271375,17.16
980,0.336024,0.292024,13.09
981,0.343852,0.306966,10.73
982,0.350932,0.316468,9.82
983,0.357511,0.319331,10.68
984,0.363601,0.318229,12.48
985,0.369151,0.311299,15.67
986,0.374131,0.299898,19.84
987,0.378637,0.282803,25.31
988,0.382646,0.265897,30.51
989,0.386304,0.242730,37.17
990,0.389378,0.220181,43.45
991,0.391895,0.197293,49.66
992,0.393989,0.174137,55.80
993,0.395573,0.147370,62.75
994,0.396752,0.122721,69.07
995,0.397481,0.096433,75.74
996,0.397809,0.071754,81.96
997,0.397834,0.048824,87.73
998,0.397415,0.024487,93.84
999,0.396641,0.002484,99.37
1000,0.395434,-0.018731,95.26
1001,0.393846,-0.038262,90.28
1002,0.391946,-0.057536,85.32
1003,0.389620,-0.076882,80.27
1004,0.387123,-0.093997,75.72
1005,0.384142,-0.108822,71.67
1006,0.380788,-0.122578,67.81
1007,0.377287,-0.134523,64.34
1008,0.373523,-0.146378,60.81
1009,0.369394,-0.156143,57.73
1010,0.364851,-0.163221,55.26
1011,0.360148,-0.169666,52.89
1012,0.355245,-0.174620,50.85
1013,0.350122,-0.177838,49.21
1014,0.344666,-0.180199,47.72
1015,0.339012,-0.179552,47.04
1016,0.333130,-0.178726,46.35
1017,0.326992,-0.176482,46.03
1018,0.320642,-0.172087,46.33
1019,0.314051,-0.165834,47.20
1020,0.307206,-0.158425,48.43
1021,0.300214,-0.149591,50.17
1022,0.293088,-0.140299,52.13
1023,0.285667,-0.130082,54.46
1024,0.278120,-0.119013,57.21
1025,0.270348,-0.105855,60.84
1026,0.262371,-0.091772,65.02
1027,0.254163,-0.077634,69.45
1028,0.245682,-0.061201,75.09
1029,0.237020,-0.043422,81.68
1030,0.228176,-0.026261,88.49
1031,0.219091,-0.007020,96.80
1032,0.209724,0.011897,94.33
1033,0.200150,0.032234,83.90
1034,0.190265,0.056201,70.46
1035,0.180009,0.079443,55.87
1036,0.169466,0.106575,37.11
1037,0.158558,0.139986,11.71
1038,0.147079,0.183863,-25.01
1039,0.135041,0.285858,-111.68
1040,0.122282,0.275813,-125.55
1041,0.108601,0.263851,-142.95
1042,0.093824,0.249833,-166.28
1043,0.077484,0.233422,-201.25
1044,0.058757,0.213637,-263.60
1045,0.035768,0.188735,-427.66
1046,0.002423,0.152697,-6202.04
1047,-0.041071,0.105594,-157.10
1048,-0.040132,0.102148,-154.53
1049,-0.039092,0.098053,-150.83
1050,-0.038060,0.093189,-144.85
1051,-0.036967,0.087755,-137.39
1052,-0.035788,0.081841,-128.68
1053,-0.034682,0.075316,-117.16
1054,-0.033434,0.068461,-104.76
1055,-0.032214,0.061178,-89.91
1056,-0.031002,0.053580,-72.83
1057,-0.029652,0.045784,-54.41
1058,-0.028351,0.037768,-33.22
1059,-0.026972,0.029662,-9.97
1060,-0.025606,0.021497,16.04
1061,-0.024155,0.013390,44.57
1062,-0.022777,0.005242,76.98
1063,-0.021424,-0.002817,86.85
1064,-0.020012,-0.010600,47.03
1065,-0.018678,-0.018231,2.39
1066,-0.017166,-0.025381,-47.86
1067,-0.015724,-0.032240,-105.04
1068,-0.014240,-0.038660,-171.50
1069,-0.012687,-0.044543,-251.10
1070,-0.011162,-0.049974,-347.72
1071,-0.009686,-0.054882,-466.59
1072,-0.008195,-0.059206,-622.44
1073,-0.006663,-0.062869,-843.49
1074,-0.005178,-0.065942,-1173.62
1075,-0.003768,-0.068472,-1716.99
1076,-0.002298,-0.070314,-2960.18
1077,-0.000860,-0.071549,-8221.61
1078,0.000508,-0.072197,-14112.38
1079,0.001910,-0.072206,-3680.85
1080,0.003272,-0.071646,-2089.52
1081,0.004540,-0.070591,-1454.84
1082,0.005874,-0.068911,-1073.07
1083,0.007132,-0.066782,-836.38
1084,0.008505,-0.064024,-652.82
1085,0.009632,-0.061043,-533.72
1086,0.010792,-0.057615,-433.88
1087,0.011859,-0.053891,-354.44
1088,0.012965,-0.049775,-283.91
1089,0.014152,-0.095054,-571.68
1090,0.015099,-0.119413,-690.84
1091,0.016003,-0.133658,-735.19
1092,0.016827,-0.140177,-733.04
1093,0.017564,-0.145088,-726.03
1094,0.018408,-0.144777,-686.50
1095,0.019021,-0.144752,-661.02
1096,0.019671,-0.144336,-633.76
1097,0.020312,-0.141666,-597.44
1098,0.020758,-0.136251,-556.39
1099,0.021165,-0.131399,-520.83
1100,0.021461,-0.124922,-482.08
1101,0.021759,-0.117898,-441.84
1102,0.021804,-0.110050,-404.72
1103,0.021857,-0.100175,-358.31
1104,0.021872,-0.091792,-319.69
1105,0.021777,-0.081262,-273.16
1106,0.021607,-0.069304,-220.75
1107,0.021383,-0.057443,-168.64
1108,0.021091,-0.045576,-116.09
1109,0.020727,-0.027482,-32.59
1110,0.020281,-0.005589,72.44
1111,0.019805,0.031732,-60.22
1112,0.019072,0.031766,-66.55
1113,0.018439,0.031637,-71.58
1114,0.017675,0.031125,-76.10
1115,0.016876,0.030336,-79.76
1116,0.015970,0.029217,-82.95
1117,0.015027,0.027873,-85.49
1118,0.014105,0.026379,-87.02
1119,0.013072,0.024625,-88.38
1120,0.035883,0.046620,-29.92
1121,0.051496,0.061352,-19.14
1122,0.060841,0.069758,-14.66
1123,0.067285,0.075259,-11.85
1124,0.071682,0.078719,-9.82
1125,0.074632,0.080787,-8.25
1126,0.076492,0.081822,-6.97
1127,0.077449,0.082057,-5.95
1128,0.077493,0.081498,-5.17
1129,0.076599,0.080132,-4.61
1130,0.074802,0.078049,-4.34
1131,0.072206,0.075342,-4.34
1132,0.068724,0.071958,-4.71
1133,0.064111,0.067653,-5.53
1134,0.058472,0.062528,-6.94
1135,0.051523,0.056315,-9.30
1136,0.042886,0.048659,-13.46
1137,0.031642,0.038628,-22.08
1138,0.014858,0.023281,-56.69
1139,-0.011463,-0.001398,87.80
1140,-0.012456,-0.000567,95.45
1141,-0.013312,0.000581,95.64
1142,-0.014103,0.001958,86.12
1143,-0.014991,0.003372,77.51
1144,-0.015700,0.005090,67.58
1145,-0.016287,0.007039,56.78
1146,-0.016851,0.009064,46.21
1147,-0.017414,0.011110,36.20
1148,-0.017857,0.013289,25.58
1149,-0.018271,0.015477,15.29
1150,-0.018606,0.017682,4.97
1151,-0.018762,0.019986,-6.52
1152,-0.019029,0.022044,-15.84
1153,-0.019082,0.024138,-26.49
1154,-0.019202,0.025966,-35.22
1155,-0.019242,0.027634,-43.61
1156,-0.019128,0.029209,-52.71
1157,-0.018974,0.030525,-60.87
1158,-0.018660,0.031692,-69.83
1159,-0.018353,0.032521,-77.20
1160,-0.017988,0.033043,-83.69
1161,-0.017581,0.033226,-88.99
1162,-0.017116,0.033070,-93.21
1163,-0.016602,0.032576,-96.21
1164,-0.015954,0.031812,-99.39
1165,-0.015361,0.030579,-99.07
1166,-0.014654,0.029044,-98.20
1167,-0.014003,0.027035,-93.06
1168,-0.013319,0.024662,-85.16
1169,-0.012567,0.021953,-74.69
1170,-0.011730,0.018950,-61.55
1171,-0.010846,0.015634,-44.15
1172,-0.009925,0.012022,-21.12
1173,-0.009045,0.008064,10.85
1174,-0.008071,0.003914,51.50
1175,-0.007169,-0.000551,92.31
1176,-0.006157,-0.005134,16.62
1177,-0.005149,-0.009904,-92.35
1178,-0.004050,-0.014716,-263.39
1179,-0.002952,-0.019637,-565.31
1180,-0.001869,-0.024636,-1217.89
1181,-0.000857,-0.029723,-3368.72
1182,0.000292,-0.034629,-11767.30
1183,0.001462,-0.039430,-2597.65
1184,0.002548,-0.044188,-1633.91
1185,0.003583,-0.048823,-1262.56
1186,0.004654,-0.053216,-1043.48
1187,0.005772,-0.057316,-892.97
1188,0.006873,-0.061155,-789.84
1189,0.007915,-0.064733,-717.82
1190,0.009029,-0.067873,-651.75
1191,0.010162,-0.070590,-594.63
1192,0.011248,-0.072927,-548.34
1193,0.012331,-0.074813,-506.71
1194,0.013421,-0.076214,-467.85
1195,0.014495,-0.127605,-780.33
1196,0.015503,-0.178591,-1051.99
1197,0.016459,-0.208909,-1169.28
1198,0.017527,-0.233028,-1229.50
1199,0.018471,-0.253459,-1272.17
1200,0.019480,-0.270756,-1289.95
1201,0.020518,-0.284192,-1285.10
1202,0.021421,-0.296165,-1282.59
1203,0.022309,-0.306173,-1272.41
1204,0.023135,-0.313913,-1256.89
1205,0.024068,-0.319120,-1225.92
1206,0.024828,-0.323468,-1202.82
1207,0.025690,-0.325895,-1168.56
1208,0.026432,-0.328077,-1141.23
1209,0.027143,-0.327880,-1107.99
1210,0.027779,-0.327406,-1078.60
1211,0.028466,-0.324919,-1041.44
1212,0.028987,-0.321221,-1008.15
1213,0.029556,-0.316920,-972.26
1214,0.030058,-0.312441,-939.48
1215,0.030467,-0.306655,-906.51
1216,0.084405,-0.246886,-192.50
1217,0.108700,-0.215672,-98.41
1218,0.127266,-0.189162,-48.63
1219,0.142878,-0.165626,-15.92
1220,0.156617,-0.143272,8.52
1221,0.169128,-0.121199,28.34
1222,0.180491,-0.099446,44.90
1223,0.191052,-0.079206,58.54
1224,0.200770,-0.059373,70.43
1225,0.209892,-0.039569,81.15
1226,0.218450,-0.019678,90.99
1227,0.226438,-0.001493,99.34
1228,0.233918,0.017588,92.48
1229,0.240867,0.035241,85.37
1230,0.247481,0.053016,78.58
1231,0.253682,0.070187,72.33
1232,0.259418,0.085225,67.15
1233,0.264858,0.099839,62.30
1234,0.269957,0.113458,57.97
1235,0.274610,0.128132,53.34
1236,0.278979,0.141515,49.27
1237,0.282989,0.152111,46.25
1238,0.286732,0.161463,43.69
1239,0.290028,0.171941,40.72
1240,0.293072,0.179673,38.69
1241,0.295729,0.184647,37.56
1242,0.298102,0.187783,37.01
1243,0.300153,0.190939,36.39
1244,0.301907,0.191830,36.46
1245,0.303318,0.190651,37.14
1246,0.304333,0.185743,38.97
1247,0.305256,0.179418,41.22
1248,0.305785,0.171569,43.89
1249,0.306100,0.162789,46.82
1250,0.306048,0.150778,50.73
1251,0.305774,0.139266,54.45
1252,0.305257,0.126404,58.59
1253,0.304414,0.113413,62.74
1254,0.303398,0.097938,67.72
1255,0.302150,0.082709,72.63
1256,0.300669,0.068548,77.20
1257,0.298938,0.054810,81.67
1258,0.296911,0.041395,86.06
1259,0.294645,0.027718,90.59
1260,0.292136,0.013514,95.37
1261,0.289419,0.000350,99.88
1262,0.286559,-0.012489,95.64
1263,0.283469,-0.024503,91.36
1264,0.280027,-0.035361,87.37
1265,0.276460,-0.045905,83.40
1266,0.272691,-0.056055,79.44
1267,0.268875,-0.066165,75.39
1268,0.264798,-0.074094,72.02
1269,0.260536,-0.082200,68.45
1270,0.256128,-0.089403,65.09
1271,0.251564,-0.093705,62.75
1272,0.246867,-0.097576,60.47
1273,0.242046,-0.101239,58.17
1274,0.236971,-0.102799,56.62
1275,0.231726,-0.104788,54.78
1276,0.226377,-0.106060,53.15
1277,0.220798,-0.106455,51.79
1278,0.215208,-0.103737,51.80
1279,0.209361,-0.102163,51.20
1280,0.203260,-0.098211,51.68
1281,0.197193,-0.093356,52.66
1282,0.190827,-0.089006,53.36
1283,0.184422,-0.083185,54.89
1284,0.177785,-0.077450,56.44
1285,0.170825,-0.070360,58.81
1286,0.163699,-0.060863,62.82
1287,0.156231,-0.051779,66.86
1288,0.148580,-0.042744,71.23
1289,0.140689,-0.030370,78.41
1290,0.132459,-0.019397,85.36
1291,0.123836,-0.006156,95.03
1292,0.114773,0.009738,91.51
1293,0.105218,0.027145,74.20
1294,0.095033,0.045971,51.63
1295,0.084132,0.078505,6.69
1296,0.072064,0.147581,-104.79
1297,0.058463,0.136002,-132.63
1298,0.042200,0.121305,-187.45
1299,0.020674,0.100829,-387.72
1300,-0.024185,0.056497,-133.60
1301,-0.023660,0.057125,-141.44
1302,-0.023061,0.057337,-148.64
1303,-0.022458,0.057192,-154.67
1304,-0.021812,0.056520,-159.12
1305,-0.021217,0.055312,-160.70
1306,-0.020554,0.053790,-161.70
1307,-0.019873,0.051928,-161.30
1308,-0.019184,0.049604,-158.57
1309,-0.018479,0.046868,-153.62
1310,-0.017650,0.043946,-148.99
1311,-0.016955,0.040566,-139.26
1312,-0.016201,0.036987,-128.31
1313,-0.015502,0.033130,-113.71
1314,-0.014772,0.029056,-96.69
1315,-0.014000,0.024828,-77.35
1316,-0.013169,0.020505,-55.71
1317,-0.012359,0.016041,-29.79
1318,-0.011490,0.011584,-0.82
1319,-0.010569,0.007139,32.45
1320,-0.009630,0.002707,71.89
1321,-0.008805,-0.001805,79.51
1322,-0.007953,-0.006232,21.64
1323,-0.007156,-0.010575,-47.77
1324,-0.006339,-0.014779,-133.15
1325,-0.005455,-0.018748,-243.65
1326,-0.004515,-0.022420,-396.51
1327,-0.003647,-0.025951,-611.59
1328,-0.002893,-0.029347,-914.25
1329,-0.002144,-0.032428,-1412.32
1330,-0.001365,-0.035189,-2478.06
1331,-0.000596,-0.037614,-6208.73
1332,0.000262,-0.039616,-15004.67
1333,0.001080,-0.041276,-3722.47
1334,0.001813,-0.042684,-2253.89
1335,0.002491,-0.043758,-1656.56
1336,0.003311,-0.044307,-1238.02
1337,0.004034,-0.044593,-1005.31
1338,0.004779,-0.044481,-830.68
1339,0.005393,-0.044154,-718.67
1340,0.005938,-0.043519,-632.94
1341,0.006525,-0.042492,-551.19
1342,0.007107,-0.041152,-479.08
1343,0.007659,-0.039542,-416.27
1344,0.008106,-0.071665,-784.07
1345,0.008584,-0.097039,-1030.42
1346,0.009048,-0.112339,-1141.65
1347,0.009410,-0.126837,-1247.83
1348,0.009665,-0.135590,-1302.96
1349,0.009897,-0.141604,-1330.72
1350,0.010102,-0.145725,-1342.56
1351,0.010372,-0.147913,-1326.06
1352,0.010600,-0.147846,-1294.84
1353,0.010657,-0.148707,-1295.39
1354,0.010719,-0.145622,-1258.48
1355,0.010720,-0.143233,-1236.13
1356,0.010724,-0.138943,-1195.66
1357,0.010721,-0.133204,-1142.48
1358,0.010675,-0.126992,-1089.66
1359,0.010490,-0.121667,-1059.79
1360,0.010302,-0.115691,-1023.04
1361,0.010093,-0.106541,-955.59
1362,0.009758,-0.097919,-903.52
1363,0.009437,-0.089416,-847.50
1364,0.009135,-0.079883,-774.44
1365,0.008750,-0.068439,-682.20
1366,0.008405,-0.055386,-558.94
1367,0.008034,-0.037244,-363.58
1368,0.007581,-0.014584,-92.38
1369,0.007034,0.025226,-258.62
1370,0.006501,0.025942,-299.08
1371,0.005989,0.026494,-342.36
1372,0.005439,0.026802,-392.74
1373,0.004854,0.026800,-452.14
1374,0.004279,0.026630,-522.27
1375,0.003725,0.026290,-605.71
1376,0.003126,0.025670,-721.09
1377,0.002440,0.024808,-916.77
1378,0.001788,0.023824,-1232.42
1379,0.001149,0.022672,-1872.84
1380,0.000470,0.021368,-4447.79
1381,-0.000158,0.019953,-12551.18
1382,-0.000811,0.018424,-2171.80
1383,-0.001373,0.016914,-1132.26
1384,-0.001958,0.015308,-681.85
1385,-0.002583,0.013640,-428.04
1386,-0.003179,0.011946,-275.77
1387,-0.003776,0.010227,-170.84
1388,-0.004267,0.008628,-102.19
1389,-0.004778,0.007021,-46.95
1390,-0.005240,0.005482,-4.63
1391,-0.005718,0.003995,30.13
1392,-0.006188,0.002574,58.40
1393,-0.006604,0.001285,80.54
1394,-0.006943,0.000148,97.88
1395,-0.007353,-0.000967,86.84
1396,-0.007608,-0.001801,76.33
1397,-0.007881,-0.002568,67.41
1398,-0.008140,-0.003186,60.86
1399,-0.008445,-0.003754,55.55
1400,-0.008689,-0.004130,52.47
1401,-0.008743,-0.004198,51.98
1402,-0.008948,-0.004304,51.90
1403,-0.009140,-0.004312,52.82
1404,-0.009188,-0.004077,55.63
1405,-0.009147,-0.003678,59.79
1406,-0.009172,-0.003271,64.33
1407,-0.009090,-0.002722,70.05
1408,-0.009064,-0.002151,76.27
1409,-0.008899,-0.001425,83.99
1410,-0.008831,-0.000768,91.30
1411,-0.008653,-0.000004,99.96
1412,-0.008445,0.000802,90.50
1413,-0.008205,0.001616,80.31
1414,-0.007947,0.002391,69.91
1415,-0.007669,0.003129,59.20
1416,-0.007315,0.003883,46.92
1417,-0.006880,0.004604,33.08
1418,-0.006441,0.005236,18.70
1419,-0.006095,0.005670,6.97
1420,-0.005615,0.006102,-8.66
1421,-0.005186,0.006345,-22.34
1422,-0.004629,0.006567,-41.85
1423,-0.004213,0.006475,-53.67
1424,-0.003741,0.006279,-67.85
1425,-0.003152,0.006046,-91.82
1426,-0.002586,0.005602,-116.68
1427,-0.002013,0.004994,-148.04
1428,-0.001422,0.004216,-196.39
1429,-0.000859,0.003220,-274.81
1430,-0.000264,0.002104,-696.46
1431,0.000196,0.000692,-252.57
1432,0.000807,-0.000731,9.46
1433,0.001413,-0.002302,-62.93
1434,0.001936,-0.004097,-111.61
1435,0.002527,-0.005930,-134.64
1436,0.003140,-0.007832,-149.44
1437,0.003758,-0.009825,-161.42
1438,0.004302,-0.011928,-177.25
1439,0.005014,-0.013904,-177.33
1440,0.005705,-0.015938,-179.38
1441,0.006333,-0.018010,-184.37
1442,0.006993,-0.020028,-186.41
1443,0.007584,-0.022062,-190.88
1444,0.008181,-0.024019,-193.61
1445,0.008751,-0.025907,-196.06
1446,0.009357,-0.027650,-195.50
1447,0.009971,-0.029241,-193.25
1448,0.010579,-0.030684,-190.04
1449,0.011081,-0.032068,-189.40
1450,0.011633,-0.033190,-185.31
1451,0.012153,-0.049610,-308.22
1452,0.012740,-0.095205,-647.28
1453,0.013274,-0.122680,-824.19
1454,0.013791,-0.143629,-941.45
1455,0.014325,-0.160849,-1022.90
1456,0.014769,-0.176173,-1092.87
1457,0.015192,-0.189035,-1144.32
1458,0.015665,-0.199584,-1174.08
1459,0.016035,-0.207618,-1194.79
1460,0.016451,-0.216245,-1214.49
1461,0.016738,-0.223442,-1234.90
1462,0.017097,-0.228558,-1236.85
1463,0.017374,-0.233849,-1245.96
1464,0.017648,-0.236836,-1242.00
1465,0.017903,-0.239856,-1239.72
1466,0.059801,-0.199807,-234.12
1467,0.078134,-0.182562,-133.65
1468,0.092260,-0.169041,-83.22
1469,0.104256,-0.156794,-50.39
1470,0.114703,-0.146486,-27.71
1471,0.124125,-0.135742,-9.36
1472,0.132745,-0.125084,5.77
1473,0.140645,-0.114944,18.27
1474,0.147971,-0.105482,28.71
1475,0.154957,-0.094853,38.79
1476,0.161443,-0.084688,47.54
1477,0.167620,-0.074337,55.65
1478,0.173449,-0.064482,62.82
1479,0.178893,-0.052971,70.39
1480,0.184139,-0.041849,77.27
1481,0.189066,-0.030978,83.62
1482,0.193652,-0.020995,89.16
1483,0.198060,-0.010323,94.79
1484,0.202172,-0.000074,99.96
1485,0.205991,0.010922,94.70
1486,0.209538,0.021002,89.98
1487,0.212920,0.031082,85.40
1488,0.216091,0.041995,80.57
1489,0.218970,0.051506,76.48
1490,0.221635,0.061626,72.19
1491,0.224077,0.069195,69.12
1492,0.226270,0.076903,66.01
1493,0.228171,0.083813,63.27
1494,0.229878,0.091420,60.23
1495,0.231349,0.097628,57.80
1496,0.232598,0.105097,54.82
1497,0.233642,0.109752,53.03
1498,0.234554,0.115269,50.86
1499,0.235184,0.119206,49.31
1500,0.235655,0.122459,48.03
1501,0.235858,0.125341,46.86
1502,0.235875,0.125289,46.88
1503,0.235705,0.123950,47.41
1504,0.235424,0.123305,47.62
1505,0.234873,0.119372,49.18
1506,0.234285,0.114674,51.05
1507,0.233506,0.109399,53.15
1508,0.232376,0.103180,55.60
1509,0.231252,0.097514,57.83
1510,0.229859,0.090785,60.50
1511,0.228393,0.084339,63.07
1512,0.226806,0.075378,66.77
1513,0.225032,0.065380,70.95
1514,0.222995,0.056825,74.52
1515,0.221019,0.046766,78.84
1516,0.218879,0.038266,82.52
1517,0.216587,0.029336,86.46
1518,0.214137,0.017891,91.65
1519,0.211423,0.007442,96.48
1520,0.208695,-0.001938,99.07
1521,0.205826,-0.010658,94.82
1522,0.202776,-0.018055,91.10
1523,0.199630,-0.026023,86.96
1524,0.196419,-0.034592,82.39
1525,0.193086,-0.041151,78.69
1526,0.189648,-0.048626,74.36
1527,0.185939,-0.055730,70.03
1528,0.182178,-0.062729,65.57
1529,0.178294,-0.067265,62.27
1530,0.174270,-0.072102,58.63
1531,0.170182,-0.076325,55.15
1532,0.165930,-0.078727,52.55
1533,0.161477,-0.080584,50.10
1534,0.156984,-0.082024,47.75
1535,0.152336,-0.082444,45.88
1536,0.147638,-0.084339,42.87
1537,0.142724,-0.084984,40.46
1538,0.137737,-0.084211,38.86
1539,0.132557,-0.081542,38.49
1540,0.127272,-0.078945,37.97
1541,0.121767,-0.075147,38.29
1542,0.116074,-0.071006,38.83
1543,0.110175,-0.066998,39.19
1544,0.104052,-0.064067,38.43
1545,0.097543,-0.057646,40.90
1546,0.090835,-0.052170,42.57
1547,0.083660,-0.046820,44.04
1548,0.076130,-0.038001,50.08
1549,0.067931,-0.028946,57.39
1550,0.058954,-0.021247,63.96
1551,0.048914,-0.006249,87.22
1552,0.037088,0.009637,74.02
1553,0.021652,0.056163,-159.39
1554,-0.013277,0.028875,-117.48
1555,-0.013021,0.030341,-133.02
1556,-0.012687,0.031590,-149.00
1557,-0.012384,0.032570,-163.00
1558,-0.012027,0.033314,-176.99
1559,-0.011634,0.033857,-191.03
1560,-0.011355,0.033926,-198.79
1561,-0.010894,0.033941,-211.54
1562,-0.010472,0.033683,-221.65
1563,-0.010013,0.033181,-231.36
1564,-0.009625,0.032290,-235.48
1565,-0.009192,0.031130,-238.66
1566,-0.008682,0.029871,-244.06
