Step,TrueNoise,ResidualNoise
209,0.85249547,-0.00056601
210,0.85420122,-0.00056427
211,0.85527050,-0.00056246
212,0.85570542,-0.00056355
213,0.85550711,-0.00056006
214,0.85467526,-0.00055765
215,0.85321220,-0.00055835
216,0.85112861,-0.00055572
217,0.84841719,-0.00055720
218,0.84509142,-0.00055203
219,0.84114941,-0.00055327
220,0.83659809,-0.00055125
221,0.83144904,-0.00054626
222,0.82570404,-0.00053739
223,0.81936498,-0.00052978
224,0.81243500,-0.00053326
225,0.80493351,-0.00053356
226,0.79686115,-0.00053347
227,0.78822854,-0.00052355
228,0.77904014,-0.00051794
229,0.76931425,-0.00050447
230,0.75904799,-0.00049703
231,0.74825766,-0.00048523
232,0.73694880,-0.00048175
233,0.72513118,-0.00047874
234,0.71282351,-0.00047095
235,0.70002590,-0.00046565
236,0.68675668,-0.00045386
237,0.67302644,-0.00044488
238,0.65884246,-0.00043580
239,0.64422282,-0.00042423
240,0.62918320,-0.00040798
241,0.61372757,-0.00039099
242,0.59787492,-0.00037189
243,0.58162713,-0.00036807
244,0.56500699,-0.00036233
245,0.54802732,-0.00035873
246,0.53070277,-0.00034538
247,0.51304756,-0.00032843
248,0.49507907,-0.00030629
249,0.47680629,-0.00028660
250,0.45823985,-0.00027419
251,0.43939658,-0.00027065
252,0.42029363,-0.00026831
253,0.40095020,-0.00025655
254,0.38137624,-0.00024093
255,0.36158173,-0.00022995
256,0.34158379,-0.00022705
257,0.32140420,-0.00022321
258,0.30105900,-0.00020952
259,0.28055469,-0.00019498
260,0.25991571,-0.00017837
261,0.23914922,-0.00017192
262,0.21827244,-0.00016447
263,0.19729958,-0.00016445
264,0.17624274,-0.00016887
265,0.15512987,-0.00016299
266,0.13397669,-0.00014628
267,0.11280052,-0.00011294
268,0.09160873,-0.00008400
269,0.07041679,-0.00006512
270,0.04923859,-0.00006110
271,0.02810419,-0.00004771
272,0.00701221,-0.00003730
273,-0.01401869,-0.00002328
274,-0.03496949,-0.00001889
275,-0.05582609,-0.00001074
276,-0.07657680,-0.00000001
277,-0.09719426,0.00002023
278,-0.11767930,0.00003393
279,-0.13800979,0.00005129
280,-0.15817338,0.00005763
281,-0.17816009,0.00006262
282,-0.19794560,0.00007237
283,-0.21753062,0.00007394
284,-0.23688639,0.00008775
285,-0.25600760,0.00009506
286,-0.27488518,0.00010499
287,-0.29349735,0.00011245
288,-0.31183517,0.00011897
289,-0.32988576,0.00013087
290,-0.34763194,0.00014668
291,-0.36506965,0.00015852
292,-0.38219007,0.00016335
293,-0.39897512,0.00016280
294,-0.41541681,0.00016206
295,-0.43150312,0.00016745
296,-0.44722466,0.00017195
297,-0.46256349,0.00018382
298,-0.47752183,0.00019095
299,-0.49208211,0.00020155
300,-0.50623747,0.00020568
301,-0.51997191,0.00021984
302,-0.53328095,0.00023557
303,-0.54616261,0.00024743
304,-0.55860485,0.00025166
305,-0.57059897,0.00025091
306,-0.58213739,0.00025456
307,-0.59321698,0.00025787
308,-0.60383319,0.00025661
309,-0.61397996,0.00024904
310,-0.62364419,0.00024662
311,-0.63282207,0.00025058
312,-0.64151718,0.00025411
313,-0.64971546,0.00025900
314,-0.65740879,0.00026670
315,-0.66460721,0.00027222
316,-0.67129437,0.00028177
317,-0.67747866,0.00027727
318,-0.68314992,0.00027871
319,-0.68830540,0.00027738
320,-0.69294230,0.00028354
321,-0.69705784,0.00029347
322,-0.70065863,0.00029755
323,-0.70374324,0.00029482
324,-0.70630812,0.00028583
325,-0.70835240,0.00027912
326,-0.70987513,0.00027900
327,-0.71088582,0.00027437
328,-0.71137639,0.00027210
329,-0.71135310,0.00026450
330,-0.71081829,0.00026032
331,-0.70977692,0.00025001
332,-0.70822328,0.00024434
333,-0.70616943,0.00023554
334,-0.70361047,0.00023531
335,-0.70055528,0.00023054
336,-0.69700270,0.00023246
337,-0.69296188,0.00023059
338,-0.68843422,0.00023117
339,-0.68342203,0.00023343
340,-0.67793907,0.00023161
341,-0.67198025,0.00023401
342,-0.66556504,0.00022490
343,-0.65869227,0.00021845
344,-0.65137478,0.00020065
345,-0.64361764,0.00018420
346,-0.63542459,0.00016870
347,-0.62680093,0.00016230
348,-0.61775672,0.00016202
349,-0.60830507,0.00015843
350,-0.59844900,0.00015243
351,-0.58820667,0.00013615
352,-0.57757440,0.00012711
353,-0.56656962,0.00011324
354,-0.55520352,0.00010282
355,-0.54347862,0.00009206
356,-0.53140558,0.00008407
357,-0.51900067,0.00007802
358,-0.50626532,0.00007511
359,-0.49321750,0.00006628
360,-0.47986779,0.00005794
361,-0.46623204,0.00003788
362,-0.45231450,0.00001806
363,-0.43812543,0.00000200
364,-0.42367366,-0.00000176
365,-0.40897313,-0.00000132
366,-0.39403654,-0.00000130
367,-0.37888107,-0.00001179
368,-0.36350953,-0.00002228
369,-0.34794035,-0.00003644
370,-0.33219185,-0.00005334
371,-0.31626627,-0.00007176
372,-0.30017573,-0.00008641
373,-0.28392920,-0.00008604
374,-0.26754117,-0.00008094
375,-0.25103600,-0.00008647
376,-0.23441565,-0.00009796
377,-0.21768737,-0.00010855
378,-0.20087913,-0.00011931
379,-0.18399287,-0.00012589
380,-0.16703838,-0.00013606
381,-0.15003726,-0.00014241
382,-0.13299669,-0.00014742
383,-0.11593097,-0.00015905
384,-0.09886265,-0.00017821
385,-0.08179546,-0.00019873
386,-0.06473730,-0.00021640
387,-0.04769934,-0.00021680
388,-0.03070073,-0.00021378
389,-0.01376215,-0.00022497
390,0.00311738,-0.00024115
391,0.01992469,-0.00025674
392,0.03665249,-0.00025119
393,0.05328365,-0.00024386
394,0.06979856,-0.00024653
395,0.08618578,-0.00026565
396,0.10244285,-0.00028716
397,0.11855250,-0.00030470
398,0.13449737,-0.00032022
399,0.15028178,-0.00033001
400,0.16587787,-0.00034798
401,0.18129197,-0.00034780
402,0.19649775,-0.00036200
403,0.21149795,-0.00036183
404,0.22628112,-0.00036472
405,0.24082843,-0.00036558
406,0.25513452,-0.00037188
407,0.26919452,-0.00038039
408,0.28299113,-0.00038808
409,0.29651048,-0.00040236
410,0.30975643,-0.00041595
411,0.32271342,-0.00042950
412,0.33537711,-0.00043020
413,0.34774458,-0.00042572
414,0.35979370,-0.00042617
415,0.37152468,-0.00042851
416,0.38293350,-0.00043609
417,0.39401458,-0.00043263
418,0.40475507,-0.00042761
419,0.41514862,-0.00042634
420,0.42518222,-0.00043986
421,0.43485887,-0.00045391
422,0.44416981,-0.00046775
423,0.45311307,-0.00046939
424,0.46168009,-0.00047097
425,0.46986620,-0.00047122
426,0.47767116,-0.00046983
427,0.48508790,-0.00046835
428,0.49211225,-0.00046445
429,0.49873390,-0.00047085
430,0.50495752,-0.00047717
431,0.51077892,-0.00048384
432,0.51619801,-0.00047984
433,0.52120666,-0.00047754
434,0.52581018,-0.00047004
435,0.53000405,-0.00046458
436,0.53378494,-0.00045748
437,0.53715278,-0.00045279
438,0.54010725,-0.00045029
439,0.54264858,-0.00044669
440,0.54476707,-0.00045112
441,0.54647561,-0.00045108
442,0.54776051,-0.00046160
443,0.54863489,-0.00046059
444,0.54909826,-0.00045963
445,0.54915130,-0.00044748
446,0.54878829,-0.00044185
447,0.54801786,-0.00043888
448,0.54683465,-0.00044512
449,0.54525260,-0.00044169
450,0.54326816,-0.00043823
451,0.54088718,-0.00042641
452,0.53810978,-0.00041833
453,0.53493653,-0.00041527
454,0.53137684,-0.00041415
455,0.52742800,-0.00041813
456,0.52310085,-0.00041513
457,0.51840533,-0.00040559
458,0.51334039,-0.00038994
459,0.50790837,-0.00037604
460,0.50211638,-0.00036963
461,0.49597396,-0.00036395
462,0.48948030,-0.00035999
463,0.48264405,-0.00035533
464,0.47547826,-0.00034781
465,0.46798608,-0.00033495
466,0.46017735,-0.00031401
467,0.45205347,-0.00029879
468,0.44361676,-0.00029291
469,0.43488635,-0.00028807
470,0.42585907,-0.00028885
471,0.41654669,-0.00028337
472,0.40695984,-0.00028000
473,0.39710923,-0.00026780
474,0.38699724,-0.00025380
475,0.37664275,-0.00023215
476,0.36603805,-0.00022355
477,0.35520815,-0.00020658
478,0.34414609,-0.00020679
479,0.33287284,-0.00019595
480,0.32139282,-0.00019244
481,0.30971687,-0.00018077
482,0.29785113,-0.00017335
483,0.28581210,-0.00016120
484,0.27360882,-0.00014612
485,0.26124518,-0.00012975
486,0.24872959,-0.00012071
487,0.23607825,-0.00011472
488,0.22329160,-0.00011466
489,0.21039032,-0.00010585
490,0.19738492,-0.00009402
491,0.18427588,-0.00008008
492,0.17107391,-0.00007239
493,0.15779315,-0.00007249
494,0.14445151,-0.00006136
495,0.13105109,-0.00004411
496,0.11759852,-0.00002858
497,0.10410938,-0.00001979
498,0.09059194,-0.00001426
