Step,TrueNoise,ResidualNoise,ReductionRatio
2848,-0.000560,0.001585,-182.96
2849,-0.000503,0.001464,-191.16
2850,-0.000492,0.001321,-168.35
2851,-0.000441,0.001190,-170.23
2852,-0.000286,0.001155,-304.20
2853,-0.000218,0.001021,-368.12
2854,-0.000210,0.000780,-270.97
2855,-0.000278,0.000448,-61.05
2856,-0.000237,0.000247,-4.29
2857,-0.000219,-0.000005,97.81
2858,-0.000246,-0.000348,-41.44
2859,-0.000237,-0.000650,-174.62
2860,-0.000093,-0.000775,-734.37
2861,-0.000083,-0.001075,-1191.84
2862,-0.000061,-0.001341,-2097.47
2863,0.000072,-0.001467,-1935.14
2864,0.000080,-0.001715,-2031.62
2865,0.000017,-0.002047,-11870.05
2866,0.000093,-0.002232,-2305.10
2867,0.000230,-0.002341,-919.91
2868,0.000231,-0.002569,-1010.01
2869,0.000325,-0.002674,-722.69
2870,0.000375,-0.002836,-657.18
2871,0.000512,-0.002896,-465.79
2872,0.000543,-0.003079,-466.75
2873,0.000643,-0.003128,-386.37
2874,0.000758,-0.003172,-318.35
2875,0.000720,-0.003320,-361.42
2876,0.000738,-0.003382,-358.18
2877,0.000747,-0.003458,-363.14
2878,0.000738,-0.003528,-378.11
2879,0.000742,-0.003547,-378.11
2880,0.000826,-0.003469,-320.00
2881,0.000828,-0.003424,-313.27
2882,0.000784,-0.003397,-333.30
2883,0.000734,-0.003366,-358.37
2884,0.000707,-0.028241,-3893.74
2885,0.000778,-0.030421,-3812.53
2886,0.000766,-0.032042,-4084.44
2887,0.000738,-0.026782,-3530.24
2888,0.000706,-0.034768,-4824.82
2889,0.000716,-0.042776,-5870.58
2890,0.000809,-0.048924,-5946.03
2891,0.000742,-0.047865,-6353.04
2892,0.000784,-0.049597,-6222.90
2893,0.000777,-0.049896,-6321.13
2894,0.000759,-0.043958,-5688.25
2895,0.000736,-0.040154,-5353.04
2896,0.000723,-0.043319,-5895.52
2897,0.000720,-0.046282,-6332.44
2898,0.000768,-0.041738,-5331.80
2899,0.000794,-0.044191,-5464.48
2900,0.000860,-0.042394,-4827.42
2901,0.000818,-0.032441,-3865.64
2902,0.000804,-0.024769,-2978.84
2903,0.000808,-0.012023,-1387.33
2904,0.000737,-0.016106,-2084.97
2905,0.000638,-0.013691,-2047.63
2906,0.000643,-0.013696,-2031.27
2907,0.000518,-0.016465,-3078.75
2908,0.000494,-0.019985,-3945.34
2909,0.000457,0.003478,-660.22
2910,0.000434,0.003636,-737.28
2911,0.000368,0.003712,-909.24
2912,0.000409,0.003885,-850.70
2913,0.000472,0.004024,-751.98
2914,0.000469,0.004090,-771.65
2915,0.000481,0.004163,-764.70
2916,0.000450,0.004128,-817.46
2917,0.000432,0.004083,-846.04
2918,0.000456,0.004063,-790.98
2919,0.000390,0.003915,-902.59
2920,0.000392,0.003788,-866.69
2921,0.000436,0.003709,-751.26
2922,0.000362,0.003454,-854.69
2923,0.000383,0.003311,-765.25
2924,0.000458,0.003140,-586.25
2925,0.000446,0.002872,-543.51
2926,0.000437,0.002628,-501.27
2927,0.000493,0.002425,-391.44
2928,0.000488,0.002088,-327.95
2929,0.000473,0.001789,-277.98
2930,0.000444,0.001448,-226.02
2931,0.000494,0.001163,-135.54
2932,0.003984,0.004307,-8.12
2933,0.008687,0.008656,0.36
2934,0.012040,0.011630,3.41
2935,0.014369,0.013603,5.33
2936,0.016481,0.015392,6.61
2937,0.018411,0.016992,7.71
2938,0.020123,0.018409,8.52
2939,0.021585,0.019555,9.40
2940,0.022974,0.020666,10.05
2941,0.024260,0.021726,10.45
2942,0.025334,0.022580,10.87
2943,0.026261,0.023257,11.44
2944,0.027139,0.023955,11.73
2945,0.027898,0.024545,12.02
2946,0.028517,0.024964,12.46
2947,0.029229,0.011170,61.78
2948,0.029917,-0.004827,83.86
2949,0.030383,-0.002545,91.62
2950,0.030804,-0.014951,51.46
2951,0.031294,-0.014629,53.25
2952,0.031693,-0.022195,29.97
2953,0.032136,-0.021980,31.60
2954,0.032614,-0.019830,39.20
2955,0.033276,-0.017769,46.60
2956,0.034025,-0.024584,27.75
2957,0.034808,-0.024030,30.96
2958,0.035585,-0.024162,32.10
2959,0.036115,-0.027511,23.82
2960,0.036535,-0.027409,24.98
2961,0.037087,-0.024353,34.33
2962,0.037539,-0.021934,41.57
2963,0.038118,-0.025794,32.33
2964,0.038833,-0.028236,27.29
2965,0.039225,-0.029537,24.70
2966,0.039716,-0.028347,28.63
2967,0.040203,-0.026018,35.28
2968,0.040576,-0.028733,29.19
2969,0.040905,-0.027991,31.57
2970,0.041526,-0.025412,38.80
2971,0.042010,-0.020578,51.02
2972,0.042493,-0.018202,57.16
2973,0.042998,-0.019399,54.88
2974,0.043749,-0.019231,56.04
2975,0.044157,-0.017699,59.92
2976,0.044817,-0.017493,60.97
2977,0.045441,-0.014403,68.30
2978,0.046116,-0.009683,79.00
2979,0.046728,-0.007445,84.07
2980,0.047333,-0.006953,85.31
2981,0.047975,-0.000074,99.85
2982,0.048553,0.002738,94.36
2983,0.049106,0.006525,86.71
2984,0.049681,0.005828,88.27
2985,0.050220,0.012230,75.65
2986,0.050764,0.020656,59.31
2987,0.051405,0.017324,66.30
2988,0.052224,0.016701,68.02
2989,0.052879,0.013039,75.34
2990,0.053574,0.020696,61.37
2991,0.054451,0.028825,47.06
2992,0.055003,0.026955,50.99
2993,0.055486,0.028731,48.22
2994,0.056109,0.028656,48.93
2995,0.056668,0.032410,42.81
2996,0.057204,0.033300,41.79
2997,0.057799,0.029768,48.50
2998,0.058293,0.028802,50.59
2999,0.058777,0.033281,43.38
3000,0.059257,0.027594,53.43
3001,0.059735,0.020839,65.11
3002,0.060143,0.019435,67.69
3003,0.060645,0.013466,77.80
3004,0.061104,0.010369,83.03
3005,0.061408,0.011372,81.48
3006,0.061846,0.009230,85.08
3007,0.062178,0.009396,84.89
3008,0.062631,0.005026,91.97
3009,0.063016,0.006564,89.58
3010,0.063315,0.005704,90.99
3011,0.063572,0.003974,93.75
3012,0.063789,0.006836,89.28
3013,0.064129,0.003662,94.29
3014,0.064243,-0.000119,99.82
3015,0.064371,0.000788,98.78
3016,0.064605,-0.000533,99.18
3017,0.064857,0.002444,96.23
3018,0.064898,0.002431,96.25
3019,0.065058,0.005524,91.51
3020,0.065145,0.005252,91.94
3021,0.065091,0.003328,94.89
3022,0.064891,0.001265,98.05
3023,0.064812,0.002230,96.56
3024,0.064789,0.003407,94.74
3025,0.064725,0.006989,89.20
3026,0.064615,0.005531,91.44
3027,0.064303,0.008786,86.34
3028,0.063931,0.007289,88.60
3029,0.063529,0.011077,82.56
3030,0.063219,0.013863,78.07
3031,0.062955,0.011501,81.73
3032,0.062756,0.010796,82.80
3033,0.062523,0.012748,79.61
3034,0.062253,0.012772,79.48
3035,0.061901,0.012927,79.12
3036,0.061663,0.009355,84.83
3037,0.061167,0.009046,85.21
3038,0.060680,0.006144,89.88
3039,0.060247,0.010226,83.03
3040,0.059831,0.014534,75.71
3041,0.059301,0.017970,69.70
3042,0.058668,0.023455,60.02
3043,0.057908,0.023489,59.44
3044,0.057304,0.027674,51.71
3045,0.056511,0.037655,33.37
3046,0.055734,0.050441,9.50
3047,0.054784,0.038831,29.12
3048,0.053905,0.056069,-4.01
3049,0.053057,0.055136,-3.92
3050,0.052011,0.054001,-3.83
3051,0.051025,0.052935,-3.74
3052,0.049862,0.051656,-3.60
3053,0.048467,0.050147,-3.47
3054,0.047042,0.048610,-3.33
3055,0.045655,0.047101,-3.17
3056,0.044162,0.045480,-2.98
3057,0.042532,0.043714,-2.78
3058,0.040646,0.041717,-2.64
3059,0.038879,0.039824,-2.43
3060,0.036974,0.037809,-2.26
3061,0.034960,0.035728,-2.20
3062,0.032980,0.033670,-2.09
3063,0.030712,0.031312,-1.96
3064,0.028331,0.028848,-1.83
3065,0.025878,0.026334,-1.76
3066,0.023073,0.023445,-1.61
3067,0.019725,0.020052,-1.66
3068,0.016072,0.016371,-1.86
3069,0.011246,0.011507,-2.33
3070,0.002214,0.002461,-11.16
3071,-0.001445,-0.001188,17.82
3072,-0.001450,-0.001192,17.75
3073,-0.001375,-0.001092,20.59
3074,-0.001342,-0.001013,24.50
3075,-0.001296,-0.000921,28.95
3076,-0.001409,-0.000982,30.28
3077,-0.001376,-0.000896,34.87
3078,-0.001288,-0.000764,40.72
3079,-0.001338,-0.000747,44.19
3080,-0.001413,-0.000744,47.32
3081,-0.001481,-0.000764,48.42
3082,-0.001438,-0.000636,55.77
3083,-0.001456,-0.000594,59.16
3084,-0.001385,-0.000434,68.65
3085,-0.001322,-0.000294,77.75
3086,-0.001286,-0.000177,86.22
3087,-0.001301,-0.000105,91.93
3088,-0.001372,-0.000102,92.60
3089,-0.001394,-0.000076,94.55
3090,-0.001358,-0.000010,99.29
3091,-0.001355,0.000044,96.72
3092,-0.001275,0.000172,86.54
3093,-0.001241,0.000243,80.42
3094,-0.001223,0.000294,75.96
3095,-0.001194,0.000351,70.60
3096,-0.001177,0.000389,66.98
3097,-0.001228,0.000357,70.96
3098,-0.001222,0.000364,70.22
3099,-0.001244,0.000325,73.91
3100,-0.001239,0.000279,77.46
3101,-0.001233,0.000229,81.40
3102,-0.001188,0.000199,83.25
3103,-0.001160,0.000140,87.91
3104,-0.001039,0.000166,84.01
3105,-0.000923,0.000172,81.36
3106,-0.000849,0.000107,87.39
3107,-0.000705,0.000072,89.78
3108,-0.000692,-0.000093,86.51
3109,-0.000602,-0.000199,66.96
3110,-0.000531,-0.000316,40.49
3111,-0.000468,-0.000466,0.32
3112,-0.000405,-0.000631,-55.51
3113,-0.000348,-0.000786,-125.54
3114,-0.000312,-0.000985,-215.63
3115,-0.000218,-0.001107,-408.65
3116,-0.000203,-0.001307,-544.32
3117,-0.000067,-0.001387,-1972.60
3118,-0.000058,-0.001600,-2678.46
3119,0.000029,-0.001740,-5882.47
3120,-0.000009,-0.002013,-21188.55
3121,0.000047,-0.002193,-4550.24
3122,0.000054,-0.002420,-4417.25
3123,0.000052,-0.002630,-4951.08
3124,0.000135,-0.002740,-1936.23
3125,0.000212,-0.002845,-1244.49
3126,0.000238,-0.003001,-1162.16
3127,0.000268,-0.003122,-1064.93
3128,0.000364,-0.003171,-770.41
3129,0.000417,-0.003241,-677.36
3130,0.000418,-0.003340,-698.54
3131,0.000520,-0.003321,-539.15
3132,0.000513,-0.003382,-559.09
3133,0.000487,-0.003450,-608.09
3134,0.000496,-0.003469,-598.85
3135,0.000465,-0.003528,-659.21
3136,0.000493,-0.003481,-606.67
3137,0.000577,-0.003352,-481.15
3138,0.000562,-0.003299,-486.88
3139,0.000574,-0.003214,-460.23
3140,0.000677,-0.003008,-344.42
3141,0.000730,-0.013480,-1746.75
3142,0.000825,-0.028910,-3403.05
3143,0.000941,-0.031480,-3244.11
3144,0.000991,-0.024558,-2379.03
3145,0.001033,-0.029098,-2717.55
3146,0.001017,-0.028802,-2732.57
3147,0.000971,-0.034031,-3406.04
3148,0.001102,-0.025438,-2208.66
3149,0.001158,-0.031342,-2605.82
3150,0.001143,-0.019901,-1641.56
3151,0.001085,0.000011,99.03
3152,0.001136,0.000380,66.60
3153,0.001117,0.000643,42.45
3154,0.001110,0.000968,12.84
3155,0.001175,0.001305,-11.05
3156,0.001209,0.001645,-36.13
3157,0.001159,0.001786,-54.04
3158,0.001089,0.001944,-78.45
3159,0.001090,0.002147,-96.93
3160,0.001083,0.002402,-121.85
3161,0.001100,0.002569,-133.66
3162,0.001169,0.002832,-142.36
3163,0.001277,0.003147,-146.34
3164,0.001258,0.003296,-161.88
3165,0.001272,0.003461,-172.03
3166,0.001208,0.003503,-190.04
3167,0.001233,0.003642,-195.42
3168,0.001225,0.003635,-196.86
3169,0.001226,0.003728,-204.19
3170,0.001281,0.003801,-196.71
3171,0.001251,0.003723,-197.59
3172,0.001287,0.003656,-183.93
3173,0.001191,0.003519,-195.42
3174,0.001077,0.003340,-210.13
3175,0.001143,0.003214,-181.14
3176,0.001197,0.003076,-157.01
3177,0.001170,0.002855,-144.06
3178,0.001198,0.002686,-124.22
3179,0.010298,0.011576,-12.41
3180,0.015021,0.016142,-7.47
3181,0.018412,0.019267,-4.65
3182,0.020814,0.021426,-2.94
3183,0.023052,0.023423,-1.61
3184,0.024730,0.024805,-0.30
3185,0.026343,0.026128,0.82
3186,0.027735,0.027339,1.43
3187,0.028710,0.028013,2.43
3188,0.029720,0.002808,90.55
3189,0.030695,-0.007547,75.41
3190,0.031477,-0.005663,82.01
3191,0.032279,-0.011847,63.30
3192,0.033116,-0.007927,76.06
3193,0.033905,-0.014136,58.31
3194,0.034555,-0.014562,57.86
3195,0.035072,-0.021633,38.32
3196,0.035431,-0.021789,38.50
3197,0.035773,-0.022145,38.09
3198,0.036101,-0.019031,47.29
3199,0.036256,-0.017077,52.90
3200,0.036480,-0.024565,32.66
3201,0.036429,-0.024064,33.94
3202,0.036253,-0.031463,13.21
3203,0.036040,-0.031150,13.57
3204,0.035701,-0.032553,8.82
3205,0.035457,-0.038007,-7.19
3206,0.035159,-0.041304,-17.48
3207,0.034713,-0.040419,-16.44
3208,0.034290,-0.041894,-22.18
3209,0.033636,-0.042279,-25.70
3210,0.033196,-0.043003,-29.54
3211,0.032899,-0.042309,-28.60
3212,0.032393,-0.044720,-38.05
3213,0.031724,-0.045986,-44.96
3214,0.031141,-0.045319,-45.53
3215,0.030644,-0.044924,-46.60
3216,0.030324,-0.044317,-46.14
3217,0.029884,-0.044885,-50.20
3218,0.029569,-0.045872,-55.14
3219,0.029224,-0.043754,-49.72
3220,0.028931,-0.041481,-43.38
3221,0.028553,-0.037684,-31.98
3222,0.028297,-0.033424,-18.12
3223,0.028056,-0.036109,-28.70
3224,0.028169,-0.033449,-18.74
3225,0.028178,-0.035698,-26.69
3226,0.028486,-0.035276,-23.84
3227,0.028722,-0.031437,-9.45
3228,0.029165,-0.031400,-7.66
3229,0.029388,-0.024495,16.65
3230,0.029828,-0.018328,38.56
3231,0.030198,-0.010928,63.81
3232,0.030709,-0.009277,69.79
3233,0.031205,-0.000233,99.25
3234,0.031694,0.005430,82.87
3235,0.032064,-0.001321,95.88
3236,0.032524,0.003058,90.60
3237,0.033105,0.002135,93.55
3238,0.033636,0.012001,64.32
3239,0.034379,0.017977,47.71
3240,0.034877,0.017444,49.98
3241,0.035528,0.008622,75.73
3242,0.036018,0.018006,50.01
3243,0.036593,0.037678,-2.96
3244,0.037116,0.020187,45.61
3245,0.037547,0.024892,33.70
3246,0.037849,0.038601,-1.99
3247,0.038200,0.038817,-1.61
3248,0.038651,0.039119,-1.21
3249,0.038866,0.039215,-0.90
3250,0.038938,0.039158,-0.57
3251,0.039109,0.039186,-0.20
3252,0.039416,0.039311,0.27
3253,0.039654,0.039398,0.65
3254,0.039995,0.039615,0.95
3255,0.040120,0.039651,1.17
3256,0.040170,0.039592,1.44
3257,0.040354,0.039672,1.69
3258,0.040629,0.039834,1.96
3259,0.040684,0.039768,2.25
3260,0.040639,0.039621,2.50
3261,0.040588,0.039491,2.70
3262,0.040374,0.039186,2.94
3263,0.040246,0.036076,10.36
3264,0.040111,0.038814,3.23
3265,0.040049,0.038733,3.29
3266,0.039981,0.038640,3.35
3267,0.039726,0.017488,55.98
3268,0.039374,0.004312,89.05
3269,0.039078,0.001359,96.52
3270,0.038698,-0.001377,96.44
3271,0.038315,0.000388,98.99
3272,0.037833,-0.003539,90.64
3273,0.037316,-0.002961,92.07
3274,0.036857,-0.001738,95.28
3275,0.036304,0.001263,96.52
3276,0.035771,-0.006583,81.60
3277,0.035078,-0.005519,84.27
3278,0.034583,-0.010598,69.35
3279,0.034288,-0.008315,75.75
3280,0.034124,-0.002512,92.64
3281,0.033768,-0.008537,74.72
3282,0.033576,-0.011441,65.93
3283,0.033233,-0.009360,71.84
3284,0.033063,-0.006986,78.87
3285,0.032924,-0.002229,93.23
3286,0.032799,0.005616,82.88
3287,0.032795,0.013862,57.73
3288,0.032747,0.020193,38.34
3289,0.032596,0.033473,-2.69
3290,0.032784,0.033694,-2.78
3291,0.032684,0.033615,-2.85
3292,0.032546,0.033496,-2.92
3293,0.032676,0.033636,-2.94
3294,0.032632,0.033594,-2.95
3295,0.032676,0.033610,-2.86
3296,0.032899,0.033805,-2.76
3297,0.033223,0.034066,-2.54
3298,0.033345,0.034124,-2.34
3299,0.033569,0.034308,-2.20
3300,0.033796,0.034468,-1.99
3301,0.034221,0.034829,-1.78
3302,0.034493,0.035020,-1.53
3303,0.034558,0.035011,-1.31
3304,0.034429,0.034810,-1.11
3305,0.034115,0.034426,-0.91
3306,0.033777,0.033983,-0.61
3307,0.033478,0.033610,-0.39
3308,0.033251,0.033304,-0.16
3309,0.032761,0.032738,0.07
3310,0.031953,0.031859,0.29
3311,0.031269,0.031100,0.54
3312,0.030405,0.030162,0.80
3313,0.029385,0.029038,1.18
3314,0.028110,0.027701,1.45
3315,0.026555,0.026118,1.65
3316,0.025084,0.024641,1.77
3317,0.023146,0.022710,1.88
3318,0.021098,-0.001420,93.27
3319,0.018600,-0.008717,53.13
3320,0.015618,-0.002681,82.84
3321,0.011646,-0.006501,44.18
3322,0.005182,-0.018329,-253.70
3323,-0.001249,-0.028883,-2212.56
3324,-0.001232,-0.035648,-2793.07
3325,-0.001271,-0.034023,-2576.94
3326,-0.001347,-0.033023,-2351.04
3327,-0.001430,-0.026938,-1783.12
3328,-0.001456,-0.016505,-1033.64
3329,-0.001438,-0.014070,-878.69
3330,-0.001454,-0.016340,-1023.77
3331,-0.001532,-0.018190,-1087.50
3332,-0.001569,-0.000585,62.74
3333,-0.001484,-0.000397,73.24
3334,-0.001564,-0.000400,74.41
3335,-0.001592,-0.000335,78.96
3336,-0.001654,-0.000304,81.62
3337,-0.001669,-0.000242,85.50
3338,-0.001632,-0.000142,91.29
3339,-0.001584,-0.000030,98.08
3340,-0.001534,0.000046,97.01
3341,-0.001494,0.000124,91.69
3342,-0.001424,0.000244,82.88
3343,-0.001337,0.000378,71.76
3344,-0.001281,0.000463,63.86
3345,-0.001165,0.000592,49.17
3346,-0.001162,0.000588,49.39
3347,-0.001164,0.000569,51.09
3348,-0.001073,0.000631,41.19
3349,-0.001003,0.000645,35.65
3350,-0.000909,0.000657,27.77
3351,-0.000770,0.000684,11.20
3352,-0.000659,0.000670,-1.67
3353,-0.000685,0.000512,25.30
3354,-0.000596,0.000470,21.17
3355,-0.000473,0.000443,6.40
3356,-0.000335,0.000413,-23.40
3357,-0.000277,0.000298,-7.40
3358,-0.000186,0.000215,-15.47
3359,-0.000184,0.000035,80.98
3360,-0.000115,-0.000079,31.10
3361,0.000001,-0.000148,-13248.38
3362,0.000035,-0.000305,-764.73
3363,0.000094,-0.000451,-378.25
3364,0.000152,-0.000614,-303.05
3365,0.000211,-0.000760,-260.01
3366,0.000308,-0.000849,-175.52
3367,0.000339,-0.000989,-191.30
3368,0.000386,-0.001106,-186.11
3369,0.000378,-0.001277,-238.39
3370,0.000431,-0.001391,-222.37
3371,0.000465,-0.001512,-224.85
3372,0.000575,-0.001557,-170.88
3373,0.000587,-0.001694,-188.81
3374,0.000656,-0.001763,-168.73
3375,0.000768,-0.001781,-132.02
3376,0.000869,-0.001800,-107.16
3377,0.000915,-0.001843,-101.35
3378,0.000889,-0.001955,-120.03
3379,0.000938,-0.001978,-110.82
3380,0.000977,-0.001986,-103.24
3381,0.000970,-0.002014,-107.55
3382,0.000964,-0.002015,-109.14
3383,0.001053,-0.001915,-81.92
3384,0.001086,-0.010328,-850.89
3385,0.000985,-0.018373,-1765.68
3386,0.000926,-0.030909,-3237.97
3387,0.000878,-0.031240,-3459.27
3388,0.000864,-0.032364,-3644.52
3389,0.000954,-0.028407,-2877.87
3390,0.000908,-0.022045,-2326.93
3391,0.000962,-0.024631,-2461.26
3392,0.000966,-0.027636,-2760.48
3393,0.000981,-0.024624,-2411.11
3394,0.001097,-0.026543,-2320.62
3395,0.001098,-0.030647,-2691.77
3396,0.001175,-0.027453,-2237.01
3397,0.001193,-0.032093,-2589.03
3398,0.001088,-0.030790,-2730.75
3399,0.001098,-0.029956,-2629.45
3400,0.001108,-0.030260,-2631.77
3401,0.001119,-0.028381,-2435.34
3402,0.001081,-0.027980,-2488.32
3403,0.001093,-0.027005,-2370.51
3404,0.001137,-0.018398,-1518.44
3405,0.001260,0.000670,46.81
3406,0.001331,0.000878,34.01
3407,0.001272,0.000952,25.15
3408,0.001312,0.001108,15.57
3409,0.001351,0.001258,6.87
3410,0.003965,0.003917,1.21
3411,0.013552,0.013619,-0.50
3412,0.018363,0.018518,-0.84
3413,0.022144,0.022347,-0.92
3414,0.025464,0.025757,-1.15
3415,0.028491,0.028854,-1.27
3416,0.031086,0.031511,-1.37
3417,0.033298,0.033769,-1.41
3418,0.035146,0.035632,-1.38
3419,0.037061,0.037507,-1.20
3420,0.038672,0.039064,-1.01
3421,0.040311,0.040712,-0.99
3422,0.041685,0.042094,-0.98
3423,0.042996,0.043344,-0.81
3424,0.044339,0.044654,-0.71
3425,0.045477,0.045773,-0.65
3426,0.046513,0.046786,-0.59
3427,0.047423,0.047650,-0.48
3428,0.048331,0.048506,-0.36
3429,0.049117,0.049173,-0.11
3430,0.049846,0.049817,0.06
3431,0.050482,0.050347,0.27
3432,0.050904,0.050695,0.41
3433,0.051470,0.051200,0.52
3434,0.051878,0.051516,0.70
3435,0.052364,0.051886,0.91
3436,0.052629,0.052067,1.07
3437,0.052980,0.052338,1.21
3438,0.053354,0.052551,1.50
3439,0.053421,0.052464,1.79
3440,0.053587,0.032309,39.71
3441,0.053433,0.032438,39.29
3442,0.053362,0.019404,63.64
3443,0.053303,0.019899,62.67
3444,0.053329,0.026010,51.23
3445,0.053038,0.014916,71.88
3446,0.052849,0.014774,72.04
3447,0.052658,0.010296,80.45
3448,0.052258,0.010160,80.56
3449,0.051774,0.002279,95.60
3450,0.051369,0.004376,91.48
3451,0.051025,0.006849,86.58
3452,0.050597,-0.001569,96.90
3453,0.050124,-0.007813,84.41
3454,0.049478,-0.012377,74.99
3455,0.049024,-0.010406,78.77
3456,0.048599,-0.013678,71.85
3457,0.048150,-0.011401,76.32
3458,0.047713,-0.016549,65.32
3459,0.047365,-0.016403,65.37
3460,0.047130,-0.016787,64.38
3461,0.046804,-0.019751,57.80
3462,0.046428,-0.023053,50.35
3463,0.046144,-0.026966,41.56
3464,0.046096,-0.023196,49.68
3465,0.045928,-0.019423,57.71
3466,0.045794,-0.018648,59.28
3467,0.045632,-0.016703,63.40
3468,0.045556,-0.012063,73.52
3469,0.045442,-0.011722,74.20
3470,0.045402,-0.008119,82.12
3471,0.045474,-0.005827,87.19
3472,0.045454,-0.008315,81.71
3473,0.045467,-0.003637,92.00
3474,0.045507,-0.008237,81.90
3475,0.045599,-0.010289,77.44
3476,0.045624,-0.010963,75.97
3477,0.045686,-0.008984,80.33
3478,0.045892,-0.011799,74.29
3479,0.046024,-0.004830,89.50
3480,0.046127,0.002522,94.53
3481,0.046376,0.000662,98.57
3482,0.046519,0.004226,90.92
3483,0.046439,0.011179,75.93
3484,0.046497,0.021187,54.43
3485,0.046556,0.014323,69.23
3486,0.046768,0.010636,77.26
3487,0.046893,0.012503,73.34
3488,0.047226,0.009665,79.54
3489,0.047362,0.010149,78.57
3490,0.047482,0.015439,67.48
3491,0.047559,0.017024,64.20
3492,0.047672,0.020179,57.67
3493,0.047787,0.032530,31.93
3494,0.048024,0.028600,40.45
3495,0.048254,0.028956,39.99
3496,0.048387,0.026191,45.87
3497,0.048618,0.023907,50.83
3498,0.048790,0.022331,54.23
3499,0.049075,0.014641,70.17
3500,0.049110,0.006826,86.10
3501,0.049231,0.003861,92.16
3502,0.049122,0.003730,92.41
3503,0.049285,-0.001166,97.63
3504,0.049382,-0.005299,89.27
3505,0.049611,0.002578,94.80
3506,0.049610,0.011245,77.33
3507,0.049753,0.011172,77.55
3508,0.049803,0.016484,66.90
3509,0.049901,0.017851,64.23
3510,0.049776,0.018388,63.06
3511,0.049634,0.013357,73.09
3512,0.049508,0.010026,79.75
3513,0.049286,0.016419,66.69
3514,0.049063,0.014811,69.81
3515,0.048861,0.008594,82.41
3516,0.048608,0.012015,75.28
3517,0.048454,0.012932,73.31
3518,0.048328,0.011183,76.86
3519,0.048032,0.003314,93.10
3520,0.047907,0.002864,94.02
3521,0.047645,-0.001225,97.43
3522,0.047358,-0.001260,97.34
3523,0.047148,0.004309,90.86
3524,0.046856,0.011105,76.30
3525,0.046634,0.008517,81.74
3526,0.046418,0.002388,94.85
3527,0.046459,-0.003894,91.62
3528,0.046426,-0.004210,90.93
3529,0.046384,-0.009860,78.74
3530,0.046307,-0.002615,94.35
3531,0.046075,-0.005920,87.15
3532,0.045992,-0.007995,82.62
3533,0.046056,-0.002275,95.06
3534,0.046004,-0.007809,83.02
3535,0.045817,-0.006405,86.02
3536,0.045703,-0.008306,81.83
3537,0.045587,-0.009162,79.90
3538,0.045393,-0.004294,90.54
3539,0.045130,0.000216,99.52
3540,0.044819,0.007136,84.08
3541,0.044602,0.003991,91.05
3542,0.044213,0.006220,85.93
3543,0.043903,-0.001727,96.07
3544,0.043725,0.000718,98.36
3545,0.043326,0.004042,90.67
3546,0.042791,0.006222,85.46
3547,0.042291,0.007058,83.31
3548,0.041650,0.003943,90.53
3549,0.041046,0.008019,80.46
3550,0.040257,-0.000386,99.04
3551,0.039499,-0.007975,79.81
3552,0.038909,-0.001971,94.94
3553,0.038260,0.002980,92.21
3554,0.037381,0.003779,89.89
3555,0.036540,0.002753,92.47
3556,0.035441,0.002622,92.60
3557,0.034173,-0.004926,85.58
3558,0.033018,-0.011220,66.02
3559,0.031765,-0.014448,54.51
3560,0.030399,-0.014423,52.55
3561,0.028819,-0.015605,45.85
3562,0.027297,-0.021662,20.65
3563,0.025866,-0.019256,25.56
3564,0.024220,-0.018719,22.71
3565,0.022669,-0.024269,-7.06
3566,0.020979,-0.021235,-1.22
3567,0.019202,-0.015631,18.60
3568,0.016891,-0.019983,-18.30
3569,0.013680,-0.022557,-64.89
3570,0.009774,-0.017736,-81.46
3571,0.002769,-0.013402,-384.00
3572,-0.001091,-0.000778,28.73
3573,-0.001155,-0.013865,-1100.78
3574,-0.001188,-0.028989,-2340.01
3575,-0.001130,-0.018816,-1565.72
3576,-0.001202,-0.010282,-755.40
3577,-0.001161,-0.000659,43.23
3578,-0.001159,-0.003854,-232.49
3579,-0.001149,-0.000586,49.01
3580,-0.001097,-0.000395,63.95
3581,-0.001014,-0.000217,78.56
3582,-0.001002,-0.000188,81.27
3583,-0.001038,-0.000155,85.11
3584,-0.000975,-0.000021,97.84
3585,-0.000955,0.000084,91.22
3586,-0.000966,0.000115,88.10
3587,-0.000952,0.000271,71.56
3588,-0.001019,0.000331,67.50
3589,-0.001008,0.000400,60.34
3590,-0.000942,0.000489,48.05
3591,-0.000901,0.000567,37.01
3592,-0.000923,0.000601,34.94
3593,-0.000937,0.000684,27.05
3594,-0.000883,0.000849,3.82
3595,-0.000790,0.001045,-32.31
3596,-0.000790,0.001123,-42.22
3597,-0.000757,0.001232,-62.74
3598,-0.000699,0.001329,-90.08
3599,-0.000588,0.001487,-153.08
3600,-0.000611,0.001476,-141.59
3601,-0.000603,0.001373,-127.67
3602,-0.000447,0.001536,-243.64
3603,-0.000400,0.001543,-286.11
3604,-0.000365,0.001425,-290.40
3605,-0.000297,0.001436,-384.28
3606,-0.000274,0.001363,-398.21
3607,-0.000166,0.001409,-749.58
3608,-0.000117,0.001333,-1040.74
3609,-0.000112,0.001178,-951.53
3610,-0.000128,0.001104,-764.72
3611,-0.000135,0.001011,-650.42
3612,-0.000036,0.000945,-2526.22
3613,-0.000009,0.000804,-8480.56
3614,0.000010,0.000720,-7212.05
